gocam,sizes
http://model.geneontology.org/R-HSA-947581,7
http://model.geneontology.org/R-HSA-111465,7
http://model.geneontology.org/R-HSA-9028731,7
http://model.geneontology.org/5fadbcf000002042,7
http://model.geneontology.org/R-HSA-1295596,7
http://model.geneontology.org/60ff660000000897,7
http://model.geneontology.org/R-HSA-9634600,7
http://model.geneontology.org/R-HSA-2046105,7
http://model.geneontology.org/R-HSA-5685938,7
http://model.geneontology.org/R-HSA-2160916,7
http://model.geneontology.org/61b2b68300000000,7
http://model.geneontology.org/R-HSA-9027276,7
http://model.geneontology.org/R-HSA-199418,7
http://model.geneontology.org/R-HSA-416572,7
http://model.geneontology.org/R-HSA-5675482,7
http://model.geneontology.org/5fce9b7300002336,7
http://model.geneontology.org/R-HSA-1483115,7
http://model.geneontology.org/R-HSA-174430,7
http://model.geneontology.org/R-HSA-176974,7
http://model.geneontology.org/R-HSA-381426,7
http://model.geneontology.org/R-HSA-6811438,7
http://model.geneontology.org/60ff660000000917,7
http://model.geneontology.org/623d156d00000290,7
http://model.geneontology.org/5f46c3b700002685,7
http://model.geneontology.org/R-HSA-9013507,7
http://model.geneontology.org/R-HSA-399955,7
http://model.geneontology.org/627d95ee00001405,7
http://model.geneontology.org/627d95ee00000955,7
http://model.geneontology.org/R-HSA-9708530,6
http://model.geneontology.org/R-HSA-71032,6
http://model.geneontology.org/R-HSA-2122947,6
http://model.geneontology.org/R-HSA-8851907,6
http://model.geneontology.org/R-HSA-72695,6
http://model.geneontology.org/60897d8500000531,6
http://model.geneontology.org/60ad85f700002947,6
http://model.geneontology.org/R-HSA-9018896,6
http://model.geneontology.org/R-HSA-9033807,6
http://model.geneontology.org/R-HSA-5684264,6
http://model.geneontology.org/R-HSA-390918,6
http://model.geneontology.org/R-HSA-1483101,6
http://model.geneontology.org/R-HSA-211916,6
http://model.geneontology.org/R-HSA-8866652,6
http://model.geneontology.org/R-HSA-5654221,6
http://model.geneontology.org/R-HSA-425366,6
http://model.geneontology.org/R-HSA-351202,6
http://model.geneontology.org/R-HSA-74749,6
http://model.geneontology.org/R-HSA-193048,6
http://model.geneontology.org/R-HSA-69478,6
http://model.geneontology.org/R-HSA-8857538,6
http://model.geneontology.org/61e0e55600001295,6
http://model.geneontology.org/R-HSA-8963684,6
http://model.geneontology.org/R-HSA-442720,6
http://model.geneontology.org/R-HSA-400253,6
http://model.geneontology.org/R-HSA-5362517,6
http://model.geneontology.org/R-HSA-6793080,6
http://model.geneontology.org/R-HSA-2142700,6
http://model.geneontology.org/R-HSA-74751,6
http://model.geneontology.org/R-HSA-2132295,6
http://model.geneontology.org/R-HSA-1855167,6
http://model.geneontology.org/60ff660000000882,6
http://model.geneontology.org/R-HSA-1236394,6
http://model.geneontology.org/R-HSA-4615885,6
http://model.geneontology.org/R-HSA-354192,6
http://model.geneontology.org/R-HSA-6782861,6
http://model.geneontology.org/R-HSA-139853,6
