,identifier
2641,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2509833
2642,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-49701
2643,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500235
2644,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-56085
2645,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74208
2646,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74237
2647,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74244
2648,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74253
2649,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8953358
2650,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838
2651,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3222161
2652,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5683784
2653,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6801636
2654,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73485
2655,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189812
2656,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71304
2657,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73485
2658,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189812
2659,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419512
2660,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73457
2661,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73534
2662,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-49701
2663,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500235
2664,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74208
2665,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111408
2666,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2161178
2667,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2395830
2668,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-514620
2669,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73516
2670,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74205
2671,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74211
2672,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74237
2673,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76542
2674,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-50119
2675,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-50119
2676,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-53845
2677,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-50119
2678,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5649858
2679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73717
2680,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790671
2681,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790638
2682,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6791008
2683,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790885
2684,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790922
2685,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790980
2686,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6791001
2687,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8868776
2688,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848613
2689,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5623651
2690,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5671920
2691,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419080
2692,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422483
2693,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-445764
2694,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-377179
2695,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-912443
2696,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838
2697,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176204
2698,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-727812
2699,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4088083
2700,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1605788
2701,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428624
2702,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1605806
2703,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1605644
2704,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1605759
2705,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3781918
2706,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4085395
2707,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4085396
2708,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4085413
2709,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4086259
2710,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4086290
2711,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4086295
2712,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975904
2713,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-72526
2714,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-379657
2715,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-72526
2716,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-53845
2717,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-53789
2718,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109845
2719,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-350078
2720,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-350078
2721,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-427531
2722,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-427517
2723,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73717
2724,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-205021
2725,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-427410
2726,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73717
2727,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-212151
2728,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73717
2729,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109845
2730,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-ALL-72617
2731,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109266
2732,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109363
2733,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109433
2734,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109468
2735,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109497
2736,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73462
2737,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73465
2738,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73468
2739,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73529
2740,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74363
2741,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-904854
2742,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-977408
2743,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2744,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971481
2745,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971536
2746,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022058
2747,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3734047
2748,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2749,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1889954
2750,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971481
2751,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971425
2752,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971431
2753,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971467
2754,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971496
2755,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971543
2756,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2018661
2757,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2758,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788652
2759,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788849
2760,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788875
2761,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8954265
2762,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2763,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-744235
2764,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1971540
2765,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2046158
2766,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2046170
2767,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2046221
2768,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975898
2769,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174388
2770,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173600
2771,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174400
2772,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2773,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787538
2774,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787635
2775,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-727812
2776,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-735686
2777,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-741452
2778,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-742352
2779,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-742365
2780,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-744235
2781,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174400
2782,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2783,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-158473
2784,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176479
2785,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176484
2786,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176567
2787,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176569
2788,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176573
2789,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176574
2790,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176599
2791,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176645
2792,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176648
2793,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176650
2794,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8959973
2795,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176572
2796,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176621
2797,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5695994
2798,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8953491
2799,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8954265
2800,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174400
2801,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2802,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-427632
2803,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5691510
2804,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6800133
2805,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3465611
2806,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-744235
2807,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1889954
2808,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022878
2809,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022936
2810,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2024106
2811,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2076393
2812,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2076438
2813,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2076470
2814,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2869445
2815,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-72576
2816,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-72576
2817,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-170641
2818,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71997
2819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8852231
2820,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787538
2821,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787635
2822,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-742352
2823,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787531
2824,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787620
2825,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787682
2826,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-ALL-72617
2827,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-742365
2828,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1889954
2829,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1889950
2830,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1889995
2831,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8863599
2832,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-913714
2833,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-72500
2834,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450982
2835,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69996
2836,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70070
2837,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70965
2838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1237316
2839,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1475016
2840,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1475027
2841,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1475034
2842,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8850837
2843,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71733
2844,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449883
2845,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449914
2846,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5692229
2847,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5696086
2848,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71689
2849,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71721
2850,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174388
2851,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173600
2852,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70281
2853,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71586
2854,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453132
2855,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70218
2856,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70999
2857,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70839
2858,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70890
2859,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71012
2860,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71026
2861,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70281
2862,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450097
2863,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453340
2864,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70356
2865,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71586
2866,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372871
2867,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71599
2868,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70205
2869,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70190
2870,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71565
2871,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71570
2872,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3777103
2873,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3781020
2874,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453132
2875,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70218
2876,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71576
2877,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-178107
2878,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198580
2879,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352221
2880,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-508545
2881,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216166
2882,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71086
2883,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71186
2884,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71198
2885,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71202
2886,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71221
2887,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71237
2888,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-888612
2889,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-893603
2890,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-901094
2891,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-165022
2892,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71098
2893,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71107
2894,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71243
2895,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71258
2896,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200343
2897,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200373
2898,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3902491
2899,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71268
2900,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71276
2901,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70521
2902,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70070
2903,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-204393
2904,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1267988
2905,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-184549
2906,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-204219
2907,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2512902
2908,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450668
2909,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694123
2910,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6783206
2911,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6807613
2912,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012061
2913,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198511
2914,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372848
2915,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1605788
2916,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614636
2917,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209833
2918,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428606
2919,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428624
2920,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429769
2921,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-433658
2922,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8875842
2923,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8851367
2924,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71086
2925,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197188
2926,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109266
2927,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197192
2928,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197212
2929,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197222
2930,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197266
2931,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200487
2932,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200489
2933,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8869620
2934,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8869628
2935,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8870344
2936,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8938080
2937,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8955031
2938,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453132
2939,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453340
2940,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70353
2941,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70356
