,identifier
1295,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9693284
1296,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5244779
1297,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1169381
1298,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157689
1299,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4127442
1300,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-936014
1301,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-936550
1302,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-917774
1303,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444011
1304,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351969
1305,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428551
1306,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-888569
1307,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-917748
1308,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451921
1309,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-162563
1310,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197938
1311,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210625
1312,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-909703
1313,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453105
1314,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8939790
1315,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2089937
1316,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139839
1317,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-169696
1318,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434679
1319,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-418306
1320,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-418312
1321,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5578802
1322,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-936770
1323,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2855176
1324,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-425675
1325,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-57844
1326,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5678267
1327,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034025
1328,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-870499
1329,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8953942
1330,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9033488
1331,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9033521
1332,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9033532
1333,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8953942
1334,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8938771
1335,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8938832
1336,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8939317
1337,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8942086
1338,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5689010
1339,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8943134
1340,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8855007
1341,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980904
1342,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034059
1343,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034031
1344,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034047
1345,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034067
1346,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034077
1347,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200917
1348,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9653545
1349,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70499
1350,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70999
1351,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-156625
1352,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-156627
1353,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-165631
1354,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198511
1355,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450982
1356,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451008
1357,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451041
1358,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69996
1359,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70070
1360,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70839
1361,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70965
1362,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70968
1363,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70973
1364,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70990
1365,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012057
1366,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012264
1367,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012356
1368,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1964504
1369,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2901790
1370,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694499
1371,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786006
1372,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-913644
1373,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-914009
1374,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-914013
1375,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-916814
1376,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034727
1377,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-933396
1378,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-688989
1379,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5212662
1380,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1248659
1381,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264424
1382,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6783294
1383,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8865184
1384,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8873955
1385,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980904
1386,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693934
1387,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8855939
1388,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9034059
1389,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-913717
1390,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9604002
1391,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9605640
1392,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9605686
1393,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-981488
1394,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-981855
1395,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179837
1396,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-432933
1397,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-112199
1398,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-182923
1399,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-182935
1400,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5490317
1401,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179837
1402,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-65043
1403,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1404,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024966
1405,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026521
1406,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1407,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026375
1408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3008784
1409,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166450
1410,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1411,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109800
1412,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74703
1413,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1414,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74681
1415,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2404180
1416,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2404188
1417,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1418,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179837
1419,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1420,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026375
1421,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-140491
1422,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1423,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2586516
1424,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-354251
1425,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9029080
1426,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024966
1427,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9032506
1428,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9032530
1429,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9037043
1430,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142762
1431,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1432,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2161915
1433,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026899
1434,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026465
1435,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-421098
1436,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9032862
1437,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928461
1438,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024966
1439,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2586516
1440,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012638
1441,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2586516
1442,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-354251
1443,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9029095
1444,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2586516
1445,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012640
1446,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9006301
1447,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9032506
1448,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1012973
1449,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-140491
1450,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2314687
1451,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1452,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9027561
1453,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9028288
1454,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024966
1455,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026375
1456,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026521
1457,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026367
1458,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1459,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2314687
1460,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266038
1461,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1462,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9020572
1463,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9022670
1464,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142762
1465,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142793
1466,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2161751
1467,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2161915
1468,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3301926
1469,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142793
1470,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142777
1471,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1472,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024779
1473,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9025025
1474,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024966
1475,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026367
1476,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1477,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2314687
1478,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266038
1479,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9037759
1480,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1481,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1482,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024779
1483,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9025025
1484,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3215222
1485,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142793
1486,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1487,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9025025
1488,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142793
1489,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-52681
1490,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8957350
1491,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024779
1492,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9027041
1493,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210621
1494,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809138
1495,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8952783
1496,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1497,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142778
1498,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266038
1499,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1500,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9020572
1501,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024779
1502,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142793
1503,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1504,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2314687
1505,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2314687
1506,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142778
1507,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142838
1508,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266038
1509,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1510,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9020572
1511,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9022670
1512,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9029001
1513,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024966
1514,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9026521
1515,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
1516,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3214396
1517,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-996769
1518,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-51801
1519,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5082395
1520,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174692
1521,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-447186
1522,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8950239
1523,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8952752
1524,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194914
1525,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1810408
1526,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2314687
1527,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266038
1528,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429010
1529,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9020572
1530,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9024779
1531,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012553
1532,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-168156
1533,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202527
1534,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446649
1535,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166366
1536,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202506
1537,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-206748
1538,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446689
1539,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451413
1540,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819
1541,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8948064
1542,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1112596
1543,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819
1544,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607687
1545,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685681
1546,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202527
1547,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202506
1548,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166366
1549,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607649
1550,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-58268
1551,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607643
1552,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607640
1553,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607689
1554,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-65043
1555,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819
1556,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607687
1557,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685681
1558,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202527
1559,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202506
1560,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166366
1561,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607649
1562,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2454229
1563,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685653
1564,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685606
1565,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-168156
1566,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-167679
1567,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819
1568,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2316432
1569,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607687
1570,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685681
1571,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202527
1572,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202506
1573,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5607649
1574,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74693
1575,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74787
1576,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685653
1577,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197940
1578,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-168163
1579,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166366
1580,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-168402
1581,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1806157
1582,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1806233
1583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-199420
1584,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202266
1585,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202311
1586,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202442
1587,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449120
1588,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8983118
1589,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8983310
1590,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8983327
1591,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451921
1592,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451898
1593,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788568
1594,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9020438
