gocam,sizes
http://model.geneontology.org/R-HSA-392517,22
http://model.geneontology.org/R-HSA-5654688,21
http://model.geneontology.org/R-HSA-5654720,21
http://model.geneontology.org/R-HSA-111932,21
http://model.geneontology.org/R-HSA-5654221,21
http://model.geneontology.org/R-HSA-70895,21
http://model.geneontology.org/R-HSA-5654733,21
http://model.geneontology.org/R-HSA-912694,21
http://model.geneontology.org/R-HSA-1250196,21
http://model.geneontology.org/R-HSA-5365859,21
http://model.geneontology.org/R-HSA-3371497,21
http://model.geneontology.org/R-HSA-8964539,21
http://model.geneontology.org/R-HSA-168928,21
http://model.geneontology.org/R-HSA-1660516,21
http://model.geneontology.org/R-HSA-1660524,21
http://model.geneontology.org/R-HSA-9013408,21
http://model.geneontology.org/R-HSA-8943724,21
http://model.geneontology.org/R-HSA-2142691,20
http://model.geneontology.org/R-HSA-1433557,20
http://model.geneontology.org/R-HSA-197264,20
http://model.geneontology.org/R-HSA-5654710,20
http://model.geneontology.org/R-HSA-1855196,20
http://model.geneontology.org/R-HSA-9033241,20
http://model.geneontology.org/R-HSA-432040,20
http://model.geneontology.org/R-HSA-917937,20
http://model.geneontology.org/R-HSA-5654732,20
http://model.geneontology.org/R-HSA-264876,20
http://model.geneontology.org/R-HSA-2162123,20
http://model.geneontology.org/R-HSA-6811440,20
http://model.geneontology.org/R-HSA-174048,20
http://model.geneontology.org/R-HSA-5423646,20
http://model.geneontology.org/R-HSA-418217,20
http://model.geneontology.org/R-HSA-69273,19
http://model.geneontology.org/R-HSA-181429,19
http://model.geneontology.org/R-HSA-3322077,19
http://model.geneontology.org/6258b8f300000398,19
http://model.geneontology.org/R-HSA-212676,19
http://model.geneontology.org/R-HSA-71336,19
http://model.geneontology.org/R-HSA-181430,19
http://model.geneontology.org/R-HSA-5654712,19
http://model.geneontology.org/R-HSA-8863795,19
http://model.geneontology.org/R-HSA-3928662,19
http://model.geneontology.org/R-HSA-6804758,19
http://model.geneontology.org/R-HSA-71737,19
http://model.geneontology.org/5e72450500004019,19
http://model.geneontology.org/R-HSA-9753281,19
http://model.geneontology.org/R-HSA-975634,19
http://model.geneontology.org/R-HSA-1963642,19
http://model.geneontology.org/R-HSA-8936459,19
http://model.geneontology.org/R-HSA-9037629,19
http://model.geneontology.org/R-HSA-5655862,19
http://model.geneontology.org/R-HSA-2871796,18
http://model.geneontology.org/R-HSA-2022870,18
http://model.geneontology.org/R-HSA-196757,18
http://model.geneontology.org/R-HSA-909733,18
http://model.geneontology.org/R-HSA-113501,18
http://model.geneontology.org/R-HSA-5625740,18
http://model.geneontology.org/R-HSA-1227986,18
http://model.geneontology.org/R-HSA-74217,18
http://model.geneontology.org/R-HSA-5654219,18
http://model.geneontology.org/R-HSA-5654706,18
http://model.geneontology.org/R-HSA-5654719,18
http://model.geneontology.org/R-HSA-9620244,18
http://model.geneontology.org/R-HSA-390666,18
http://model.geneontology.org/R-HSA-203927,18
http://model.geneontology.org/R-HSA-9634638,18
http://model.geneontology.org/R-HSA-1483248,17
http://model.geneontology.org/R-HSA-74259,17
http://model.geneontology.org/R-HSA-442982,17
http://model.geneontology.org/R-HSA-5654704,17
